i,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,forced_board,winner,confidence
12377, , , , ,O, , , , ,X, , , , , , , , , , , , , , , , , , ,O, , , ,O, , , , , ,O, , ,X, ,X, , , , , ,X, , , ,O, , , , , , , , , , , , ,X,O, , , , , , , ,X, , , , , ,2.0,X,0.5
12378, , , , ,O, , ,X,O, , , ,O, , , , , , , , , , ,O, , , ,X, , , , , , , , , , , ,X, , , , , ,O, ,X, , ,X, , ,O, , , , , , , , , , ,X, , , ,O, , , ,X, , , , ,X, , , ,3.0,O,3.0
12379, , , , ,O, , , ,O, , ,X, , ,O, , , , , ,X,O,O, , ,X,O, , , , ,O,X, ,X,X,X, , ,X, ,X, ,X, , ,O,X, ,O, , , , ,X, , , , , , , , , , ,O,O, , ,O, , , ,X,O, , , , , , ,8.0,O,-1.5
12380, , , , , , , , ,X,O,X,X, , , , , , , ,O, , , ,X, ,O, , , , , , ,X, , , , , , ,O, , ,O, , , , ,O, , ,O, , ,O, , , , , ,X, ,O, , , , , ,X,X,X, , ,O, , , ,X, , , , ,0.0,O,-103.5
12381, , , , ,O, , ,X,X, , ,O,O, , ,O, , , ,X, , , , ,X, ,O, , , , , ,X, ,X, ,O,X, , ,X, , ,O, , , ,O, ,X, , , , ,X, , , , ,O, , ,O, , ,X,O, , ,X,O, , ,X, , ,O, ,X, , ,6.0,O,156.5
12382, ,X, , , , , , ,X, , ,O,O, , , , ,O, , , , , ,X, , ,X, , , , , ,X,O, , , , , ,X,O, ,X, , ,O, , , ,O, ,X, ,O, ,X,O, , ,O, ,O, , , , , , ,X,X, , ,O,X, , ,X, ,O, , ,6.0,O,-106.5
12383,X,X, , , , ,O, , ,O, , ,O, ,O, , , , , , , , , , , , , ,X, , , , , ,O, , , , , , , , , , , , , , , , , ,X,X, , ,X,X, , , , , , ,X, , , ,O, , , ,O, , , , , , , , ,2.0,X,1.0
12385, , ,O,X, , , , , , , , , , , , ,O, , , , , , ,X,O, , , , , , , ,O, , ,O, ,X, , , , , , ,O,O, ,X,X,O,X, , , , , , , , ,O,X, , , , , , ,X, , , , ,X, , , , , , , , ,8.0,O,1.0
12386,X, , , , ,O, , , , , , , , , , , ,X, , , , , , , , ,O, , , , , , ,O, , , , , , , , , , , , , ,X, , , , , ,X, , , , ,X, ,X,O, , , , , , , , , ,X,O,O, ,X, ,O, , , ,4.0,Draw,-1.0
12388, ,O,O,O,O,O, , , , ,X,O, ,O,X,O,O, ,X, , ,X, , , ,X,X, ,X, , , , , ,O, ,X,X, , , , ,O,O,X,X, , , ,O, ,X,X, ,X, ,X, ,X,O,X,O, ,X,X,O, ,X, ,O, ,X, , ,O, , ,O,O, , ,2.0,X,-208.5
12390, , , ,X, , , , ,O, , , ,O, ,O, , , ,X, , ,O, ,O,O, , , , ,X,O, ,X, ,X,O, , , , , , , , , , ,X,O,X, ,O,X, , , , ,X, , , , ,O, , , , , , ,X, , ,O, ,X,X,X, , , , , ,3.0,O,1.0
12391, , ,O, ,X,X, , , ,O, , , ,X, , ,O, , , , , ,X, , , , , , , , ,O, , ,X, ,X,O, ,O, , , ,O, , ,X, , , ,O,O, , , ,X,O, , , ,X, , , , , ,X, ,X,O, , , , , , , , , , , ,2.0,X,3.5
12392, , , , , ,O,X, , , , ,X, ,O, ,X,X,O, , , ,O,O, ,X, , ,O,X, , ,O, , , , , , ,X, ,X, ,X, ,X,X, , ,X, , , ,X, , , ,O, ,O,O, ,O,O, ,O, , ,O, ,X,O, , ,X, ,X,O, , ,X, ,3.0,O,268.0
12393,X, ,O,X, ,O,X, , , , , , , , ,X,X,X, ,X, ,X,O, ,X,X,O,O,O,O,O,X,X,X,X,O,O, , ,X,X,O,O,O,O,X,O,X,X,X,O,O,X,O,O,O, ,O, ,X,O, , , , ,O, , ,O, , ,O,X, , ,X,O,X,X,X, ,,O,10000.0
12394, , , , , ,X,X,X, , , , ,O, , ,X, , , , , , ,X, , , , , , , , , , ,X, , ,O, , , ,X, ,O, , , ,O, , , , ,X, ,X,O,X,O, ,O,O, , , , , , ,O, , , , , ,O, , , , , , , , ,3.0,X,2.5
12395, , , , , , , ,X, , , , , , , ,X,X, , , , ,O, ,X,X, , , , ,O,X, , , , , , ,O, , ,X, , , , ,O, , , , , , , , , , ,X,O, , , , ,O, , ,O, ,O, , , , , , , , , , ,O, ,X,3.0,Draw,2.5
12396, , , , ,X, , , , , , , , , , , , ,X, , ,O, , , ,X, , , , , , , ,O, , , , , , , , , , ,O, ,O, , , , ,X, , , , , , , , , , ,O, , , ,O,X, , , ,X, , , ,X, , , , , ,O,2.0,O,3.0
12397,X,O, , , , , , , , ,X,X,O,O,O, , ,O, ,X, ,O, ,O, , ,X,X, , ,X,O, ,X, , , ,X,X, , ,X, , , , ,O,O, ,O,X, ,X, ,O, , , , , , ,O, , , , , , ,X, , ,O, ,X,O, , , ,X, , ,0.0,X,1.5
12398, , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X,X, , , ,X, , , ,O, , , , , , , , , , , , , , , , , , , , ,X, , , , ,O, , , , ,6.0,O,1.5
12400, , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , ,6.0,O,2.0
12401, , , ,X,O, , ,X, , , , ,X, , , , , ,X, , , , , , ,X, ,O, ,O, , , , , , , , , , , , , ,X, , , , , , , , , , , ,O, , , , , ,X, ,O, ,O, , , ,X,O, , , , , , , , , , ,7.0,O,108.5
12402,O, , , ,O, , , ,X, , , , , , , , , , , , , , ,O, , ,O,X, , , , , , , , , , , , , , ,O,X,X,X, , , , , , , , , , ,X, ,X, , , , , , , , , , ,O, , , , ,X,O, , ,O, , ,6.0,Draw,2.5
12403, , ,O, , , , , , , , , , ,O, , , , , , , , , , , , , , ,X, , , , , , , , , , , , ,X, , , ,X, , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.0,O,1.5
12404, ,X,O, ,O, , ,O,X, ,O,O, ,X,O,X, , ,O,X, ,X, ,O, ,X,X, ,X,O,O,X, , ,X, ,X,O,X,X,O,O,O,X, ,X, , ,X,O, ,X,X, ,O, , ,O,O,X,X,O, ,X, ,X,O,X,O,X,O,O, , , ,O, , ,O, ,X,8.0,Draw,-11.5
12405, , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0,X,2.0
12406, , , ,X,X,X, , , ,O,X, , ,X,X, , , ,O,O,O, , ,X, , , ,X, ,O, , , , ,O, , , ,X, , , ,O, ,O, ,O,X, ,O,O, ,O, ,X, , , , , , , , ,X, , ,O, , , , ,X, ,O,X, , ,O, ,X, ,,O,-101.0
12407,X,O, ,X, ,X,X, ,O,X, ,O, ,O,X, , , ,O,X, , , ,X, , , , , , ,O,X, ,O, , , ,O,X, , , ,O, , ,O, ,O, , , , ,O, , ,X, ,X,X, , , , ,O, , , , , , ,X, ,O, , , , , , , ,X,6.0,X,-155.5
12409, ,O, , , ,X, , , ,X,X, ,O, , ,O,O, , , , , , , ,X,X,X, ,O, ,X,O, ,X, , , , , ,X, , , ,X, , , ,O, , , ,O,O, , ,X,O,O,O,X, , , ,O, , , , , ,X,X,O, ,X, , , ,X, , ,O,7.0,X,-45.5
12410,O, , , , , , , ,X, , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.0,X,0.5
12411, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.0,X,0.5
12413, , ,O, ,X, , ,O, ,X,O, , ,X, , ,O, , ,X, ,X,X, ,O, , , , ,X,O, , , ,X, , , ,O, ,X,O, , ,O,X, , , , , ,X, , ,O,O,O,O, , ,X, , , ,X, , ,O, ,X, , , , , , , , ,X, , ,,X,410.0
12414, , ,O, , ,X,O,X,O,O,O,X,X,O, ,O, ,X,X,O,O, , ,X,X, ,O, ,O, , , ,X,O,O,X, , ,O,O,X, ,O,O,X,O,X, , ,O, , , ,O,X,X, , ,X,O,X,X,O, ,X,X,X,X, ,O, ,O,X,X,X, ,X, ,O,O, ,7.0,X,10000.0
12415, , ,X, , , ,O,O,O,X, , , , , ,O, , ,X, , , , ,O, , , ,O, , , , , , ,O, ,O,X, ,X, , , , ,X, , , ,X, , , , , ,X, , , , , , ,X,X,X, , , ,O, ,O, ,X,X,O,O, ,O, , ,X, ,,O,265.5
12416,O, , ,O,X,X, , ,X, , ,X,O,X, ,O, ,X,O, , ,X, , , ,O,O, ,O, ,X, , , ,O,X, ,O,O, , ,O, ,O, , , ,X, ,X, ,O, , ,X,X, , ,X, ,O, , ,X,X,X, , , ,X, , ,O,O, , , ,O,O, ,X,6.0,X,203.5
12418, , , ,X, , , , , , , , ,O, , , , , , , , , , , , , , , , , ,X,O, , , , , , , , ,X, , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , ,3.0,O,1.5
12419, , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , ,4.0,O,1.5
12420, , , , , ,O,X,O,X,X,X, , , ,O, ,X, ,O,O, , , , , , , , , , , , , ,O, , , , , , , , , , , , , ,X,X, , , , , ,X,O, , , , , , , , ,O,X, , , , , , , , , ,O, , , , , ,3.0,X,3.5
12421,O,O, , ,X, ,O, , , , , ,X,O,O, , ,O, , , ,X,X,X, , , ,X, ,O, ,O, ,O, ,X,X, ,O, ,O, ,O, , , ,X,O,X,X, ,O, , ,X,X, , ,X,O,X, , , , , , , , , , , , , ,O,X,X,X,O, ,O,6.0,X,155.5
12422, ,X,O, ,X, ,O,X, ,O, , , ,O, ,O,X, ,X, , , ,O,O,X,O,X, ,O,X,O, , ,O,O,X, , ,O,X, , ,X, , , , , , , , , ,X, ,X,X,X, , , , , , ,O,X, ,X, , ,O,X,O,O, , ,X, , , ,O, ,7.0,X,-301.5
12423, , , ,X, , ,O, , , , , , ,O, , , , ,X,X, , , , , , ,O, , ,X,O,O, , , ,X, , , , , ,O, ,X,X, , ,O, , , , , ,X, , , , , , ,X,O, , , ,X,O, , , , , ,O, ,O,X,X,X, , ,O,2.0,X,-158.5
12424,O,X,O,O, ,X,X,X,X,O,O,O,O,X,X, ,O,O, ,X, , ,X,O, , ,X,X, ,O, ,X,X, ,O,X,O,X,X,O,O, , ,X, , ,X, , , ,X,O,O,O,O,X, ,O, ,O, , ,O,X, , ,X,O, ,X,O,X,X,O, ,X,O,O,X,X, ,,Draw,0.0
12425, , , , , , , , , , , , , , , , ,X, , , , , , , , ,O, , , ,X, , ,X, , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , ,X, ,O, , , , , , , , , , , , , , ,1.0,X,-0.5
12426, , , ,O,X,O, , , ,O, , , , , ,O, , , , , , ,O, ,X, ,O, ,X,O, , , , , , , , , , , ,O, , , ,X, , ,X, , , , , , , ,X, , , , , ,O, , , , , , , , , ,X,X,X, , , , , , ,4.0,X,159.0
12427,X, ,O, ,O,O,X, ,X,X, ,O, ,X,O, , ,X, ,X,O,X, , ,X, , , ,O, , , ,O,O, , , ,O, ,X,O, ,X,X,X,X, ,X, ,X, , , , ,O,X, , ,O, , , ,O, , , , , ,O, , , ,O,O, ,X,O, , , , ,5.0,X,212.5
12428, , ,X, ,O,X,O, ,O,X,O, ,X,X, ,O,O,O,O, ,X, ,X,O,O,O, ,O,X, , ,O, ,O,O, ,X,O,X, ,O,O,O, ,X, , ,O,X, , ,O, ,X,X,X, , ,X,X,O, ,X, ,X,X,X,X, ,X, ,X, ,X,O,X, , ,O,O,O,,O,-268.5
12429,X,O,X,X,O,X,O,O, ,X,O,X,X,X, , , ,X, ,O, , ,X, ,O,O,O,O,O,X, ,X,O, , ,X,X, ,X,O,O,O,O, , , ,O,X,O,X,X,O,O, ,O,X, ,X, ,X, ,X, ,O, ,X, , ,O, ,X,X, ,O,O, ,O,X,X, ,O,7.0,O,-468.0
12430, , , , , ,O, , , ,X, , , , , , , , , , , , , , , , ,O, , , , , , , , , , ,O, , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , ,5.0,X,3.5
12431, , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.0,O,0.5
12432, ,X, , ,O, ,X, , , , ,X,X,X, , ,O,O, ,X, , , ,O, ,O, ,O,O, , , ,O,O, , , , ,O,X, ,X,O,X, , ,O, ,X, , ,X,X,X,X,O,X, , , ,O,X,O,O, , ,X,O,O,X, ,O, , , , ,X,O, ,X, ,8.0,X,41.0
12433, ,O,X,X,X, , , ,X, ,X,X,X,O,X, ,X, ,O, , ,X,O, ,O, , ,O,O,X,O,X, , ,O,X, ,O, , ,O,X,X,O,X,X, , ,O, ,O, , , ,O, , ,O, , , , ,X, ,O, ,X, , ,X,X,O, ,O, , ,O, , ,O, ,,O,-162.5
12435, , , ,O,X, ,O,O, , ,O, ,O,X,X, , , , , , ,X,O, , , ,O,X, , ,O,X,X, ,X, ,X,O,O, ,X,O,O,O, , ,X,X, ,O, , ,O,O,X, , ,O, ,X, , , ,O, , , ,X, ,X, ,X, ,X,X, , , , ,O, ,7.0,Draw,6.5
12436, ,O,X,O, , ,X, , , , , , , ,O,X,X,X,X, , ,O, ,X, ,X,O, , ,O,X,X,X,X,O, ,O, ,O, , , ,O, ,X, ,O,X,O,X,X,O,O, , , ,O,O, ,O,X, ,O,X,O, , ,X,X, , ,O,O,X, ,X, , ,X,O, ,2.0,X,-54.0
12437, , , , , , ,X,O, , , , , , ,O,X, ,O, , ,X,O,O, , , , ,O,O, , ,X,X, , , ,X, , ,X, , ,X,O, , ,X,X,O,O, , , , , , , , ,O,O, ,X,O, , , , ,X,X, , ,X, , ,O,X, , ,O, ,X,7.0,O,-203.0
12438, , , ,X,X, ,O,O,O,O,X,O, ,O,O, ,X, ,X, , ,O,X,X,X,O,X,X,X,O, , , ,O,X,X, , ,X, ,O, ,X,X,X, ,X,O,O,O,X,X,O,X,O,X,X,O,X,O, , ,O,X,O,O,O,O,X, ,X, ,O,O,O,X,O,X,X, ,O,,O,10000.0
12439, ,O, ,X, , , , , , , , , , , ,O,X, , , ,O, , , , ,X,X, , , , , ,O, , , , , , , , , ,O, ,X, ,X, , ,O,X,X, ,X, , , ,X,X,O,X, ,O,O, ,X, , ,O, , , ,X, ,O, , , ,O,O, ,3.0,X,0.5
12440,O, , ,O,X,O, , ,X, , , , , ,O, ,O,O,X,O, ,O, , , , ,O, ,X,O,X,O, ,O, , , , , ,X,O,X,X,X,O, ,X,X,O,X, , ,O,X,X, , , , ,O,X,O, ,X, ,X,X,O,X, , , ,O,X,X, ,O, ,O, ,X,1.0,Draw,-102.0
12441, , ,X,O,X, , , , , , , , , , , , ,O,O, , ,X, , , , , , , , , , ,O, ,X, , , , ,X,O, , , , ,X,X, , , , ,X, , , , , , , ,O, , , ,O, , , , ,O, , , , , ,O, , , , ,X,X,3.0,X,0.0
12442, , , , , , , , , , , , , , , , , ,O, , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.0,O,1.5
12443, ,X, , ,O, , , , ,X,O,X, , , ,O,X, ,O, ,X, ,O,O, , , , ,X, , , ,X, ,O,X, ,O, ,X,X, , ,X,O, , ,X,O,X, , ,X, , , , , , ,O, , ,X, , ,O,O, ,O,X, , , ,O, ,O, ,X, , , ,5.0,O,2.0
12444,O, , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , ,X, , , , , , , , , , , , , , , ,X,O, , , , , , , , , ,8.0,Draw,2.0
12446, , ,O,X, ,O, , , ,O, , , , ,O, , ,O, ,X, , , ,O,X,X, , ,X, ,O,X, ,O, , , ,X, , , , , ,O,O,X, ,O,X,X, ,O, , , , ,X, ,O, , ,O,X,X, ,O, , ,X,X, , , , , ,O, ,X, ,X, ,7.0,O,1.5
12447, , , , ,X, ,X, ,O, , , ,O, , , ,O, , , , , , ,X,O, ,O, ,X, , , , , , ,X, , ,X, ,O, , , ,X, , , , , , ,O,O, ,O,X,O,O, , ,X, , ,X, ,X, , ,X, , , , , , , ,O, ,X,O,X,8.0,X,157.5
12449, , , ,X, , , , ,O, , ,X,X, ,X,O,X,O, , ,X,O, ,O,O,O,O, ,O, ,X,X,O,X,O,O, ,O,O, , , ,O, , , ,X,X,O, , , ,O,O,O,O,X,O,X,X, , , , ,O,X,X, , ,X, ,O,X,X, , ,X,X,X,X, ,7.0,O,158.0
12451, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.0,X,0.5
12452, ,X, , , ,X,O, ,X,X, , , ,X, , ,O,O, , , , , ,O, , , , , ,X,O,O, , , , , ,O, , , , , ,X,X,O,X, ,X, , , , , , , , ,X, , , , ,O, , , , ,O, , ,X,O,O,O, , , ,O,X, ,X,8.0,X,158.5
12453, , , , ,O, , , , , ,O, , ,X, , , , ,X, , ,O, , , , , , ,X, , , , , , , , , ,X, , ,O, , , , , , , , , ,X, , , , , , , , , , ,O, , , , , , , , , , , , , , , , , ,X,8.0,O,0.0
12454, , , , ,O, , ,X, , , , ,X, , , ,O, , ,X, , , , , , , , , ,O, , , , , , ,X,O, , , ,X, , , ,O, , , ,X,O, , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , ,7.0,O,1.5
12455,X, ,O,O,O, ,O, ,O, , , , ,O,O,O, , ,X, ,O,X,O, , ,O,O, , , ,X,X,X, ,O, , ,X,X,X,O,O, ,X, , ,X, ,X,O,O,O,O,X, ,X, ,O, ,X, ,X, ,X, ,X,O, ,X,X,O,X,X, , ,O,X,X, , ,O,4.0,X,213.5
12456, , , , , , , , ,X, , , , , ,X, , , , , , , ,X, , ,X, , , , , , , , , , , , , , ,O,X, ,X,X, , ,O, , , , , , , , , , , , , , , , ,O, , ,O, , , , ,O, ,O, ,O, , , ,X,5.0,X,2.5
12457,O, ,O, ,X,X, , , ,X,O,O, , ,X, , , , , , ,X, ,X,X, ,X, , , , , ,X,O,X, ,X, , ,O, , , , ,X,O, , ,O,O, , , ,O, ,X, , , , , ,O, , ,O, , , , , ,X,O, ,X,O, ,O, , ,X, ,7.0,O,105.5
12458, ,O, ,O,X,X,X,X,O, ,X, , ,X, , ,X,O,O,X,O,X,O,O,X,O,X, ,O,O,X, , , ,O,X,X,O,X,X,O,O,O,X,O,X,X,X, ,O,O,X,X, ,O, , ,O,X,O,X,X,X,O,O,O, , ,O,O, , ,O,O,X, ,X,X,O,X, ,,Draw,0.0
12459, ,O,O, , , , ,X, , ,X,O,O,O, ,X, , , , , ,X, , ,X,X,X, , ,O,O, ,X,X,O, ,X,X, , , ,X, , ,X,X,X,O,X, ,O, ,O, , ,O,O,X, ,O,O, , , , ,O, ,O,X,X, , , , , , ,O, ,O, , ,6.0,X,152.5
12460, , , ,O, ,X, ,X, , , ,O,O, , , , ,O, ,X,O,X, ,O, , , , ,X,X, , ,X, , ,O, , , , , , , , , , ,X,O, , , , ,O, ,O, , , , , , , , , , , ,O, , ,X, , ,X, ,X, , , , , , ,2.0,X,0.5
12461,X, ,O, ,X, , , ,X,O, ,X,X,O,O,O,X,X, ,X,X,X,O,X,X,X,O, ,O,O,X,O, ,O,X, ,X, ,O,X, , ,X, ,X,X,O, ,X,X, ,O, ,O,O, ,O,X,X,O,X,O,O,O, , ,O,O,X, , , ,O,O,O, ,O,O,X, ,X,,O,-160.5
12462,O,O,O,O, ,X, ,O, ,X,X, , ,O,O,O, , ,X,O, , , ,X,O, ,O,X, , , ,X,X,O, ,X, , ,O,O,X,O, , , ,X, ,X,O,X,O,O, ,O,X,X,X,X, ,X,O, , ,X, ,X, , , , ,O,X,X,X, ,O, , ,X, ,O,,Draw,98.0
12463, ,X, , , , , , ,O, , , , ,O,X,O, ,O,O, ,X, , , ,X, , , , , ,X,O, ,X, , , ,X, , ,O, ,X, ,X, , , ,O, , , ,O, , ,O,O,O,X, ,X,O, , ,X, , , ,X, , , ,X, ,O, , , , , , ,8.0,O,2.0
12464,O, ,X,X, , , , , , , ,X,X, , , , , ,X,O,O, ,O, ,X, , ,O, , ,O,O,X, ,O, , , , ,X, , ,X, , , , ,O, , , , , , , ,O, ,X, , , ,O, , , ,X, , , , , , , , , , , , , , , ,7.0,O,2.0
12465,X,X,X, ,O,O, ,X, ,X,O,O, , ,O,X, ,X,O,X,X,X,O,X,O, ,O, ,O,X, ,O, ,O,O, ,X,O,O,X,O, ,O,X,X, , ,O,X,X,X,O,O, ,O, ,O,X,X,X, ,X, ,O, ,O,O, ,O,X,X,O, , , ,X,X,O,X,X,O,,Draw,0.0
12466, ,O,O, ,X,O, ,X,X,O,X,O,O,X,X,X,O,O,X,X,O, ,X,X,X, ,X,X,X, , , ,O, , ,X,O,O,O, , , , , , ,X, , , ,X, ,X,O,O,O,X,O,O,O, ,X, ,O, , ,X, ,O, ,X, , , ,O,O,X,X,O,O, ,X,,Draw,298.0
12467, ,X,X,O,X,O,O, ,X,O,X, ,X,O, ,O, , ,O, , ,X,O,O,O, ,O,X, , ,O,O,X, ,O,X,X,O,X,O, ,X,O, , ,X, ,X,X,X,O, , ,O, , ,X, , ,O,X,X,X,O,X, , , , , , , ,O,O,X, ,X, ,O, , ,3.0,X,11.0
12468, , , , , , , , , , , , ,O, , , ,X, , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , ,O, , , , , ,X, , , , ,3.0,X,2.5
12469, , , , , , , , ,O,X, , , , , ,O, , , , , , , , , , , , , , , , ,X, ,O,X, , , , , ,X, , , , ,O, ,O, , , , , , , , ,X, , , , , , , , , , , ,X, , , ,X, ,O, , , , , ,6.0,X,-0.5
12470, ,O, , , ,X,X,O,X,X, , ,X,O,O, ,O, , ,X, , , , , ,X, ,O,O, ,X, ,O, , , , ,X, , , ,X,X, , ,O, , ,X,O,X,O, ,O, , ,O,O, ,X,X, ,O,O,X, , ,O, , ,X,O,X, , , , ,X,O,X, ,,Draw,375.5
12471, ,X, ,X, , , , , , ,O,X, , , ,O,O,X, ,X,X,X,O,X, ,O,O,O, ,O, ,O, , , , , ,O,O, ,X, ,X, ,X, , ,X, , , , , , , ,X, , , , ,O,X, ,O, , , ,O, , ,X,X, , ,O,X,X,O, , ,O,5.0,Draw,163.0
12472, , , , , , ,O, , , , ,X, , , , , , , ,X,O, , , , , , , , , , , , , , , , ,O, , , , , , , ,X, , , , , ,O, , , , , , ,X,X, , , , , , , , , , , , , , , , , , , , , ,1.0,X,0.5
12473, ,O,X,X,O,X,O, , , , ,X,O,X, , , ,O,O, ,O,X,O, ,O,X,O,O, , , ,X, , ,X,O, , ,O, ,X,O, , ,O,X,X, , ,O, , ,X, ,O, ,X, , , ,X, , ,X,X,O,O, ,O, ,O, ,X, ,X,X,X, , ,X, ,3.0,Draw,409.5
12474, ,X,X, , , ,X,X,X, , ,O, ,O, ,O, , ,O,O, ,O,X,X, ,X,X, , , ,O, ,O,X, ,X,O, , ,X, ,X,O,O, , ,X,O,X,O, ,O, , ,O,X,X, ,X,X,O,O, ,O,O, , ,X, ,X, ,X,O,X, , , , ,O,O,O,6.0,O,-10000.0
12475, , , , ,X, ,X, , , , , , , , , , , , , , ,O, , , , , , , , , , , ,X, , ,O, ,X, , , , , , , , , , , , , , , , , , , ,O, , ,X, ,O, , , , , , , , , , , , , , , , , ,6.0,O,0.5
12476, , ,X, , , , , , ,O, , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , ,X, , , , ,O, , , , , , , , , , , , , , , , , ,X, , ,3.0,Draw,1.5
12478, , ,O, , ,X, ,X,X,O, , , , , ,O,X, , , , ,X,X,X,O, , , , , ,O, ,O,X,O,X, , , , ,O, ,X,O, ,X,O,O,O, ,X, ,O, , ,X,X,X, ,X,O, ,O,O,X,X, ,X, ,O,O,X, , ,O,X, ,O, , , ,8.0,X,-45.0
12479, , , , , , , , , , , ,X, ,X, , , , , , , , , , ,O, , , , , , , , , , , , ,O, , , , , , , , , , , ,X, , , , , , , , , , , ,X, , , , , , ,O, , , , , , , , , , , , ,4.0,X,-0.5
12480,O, , , ,O, ,X,X, ,X, , , ,O, , , , , , , , ,O, , , ,X, , , , ,O, , , , , ,X,X, ,X,O, , ,X, , , , , ,X, ,O, ,X,O, , , , , , , , , , ,X, , ,O, , , , ,O, , , , , , ,8.0,X,1.5
12481, ,O,O,X, , , , , , , ,O, , , ,X, , , , ,X,O, ,X, ,O, , , , , , ,O,O, ,X, , , , , , , , , , , , ,X, ,O, ,X, , ,X, , , , , ,O, ,X, , , , , , ,X,O,X, ,X, , , , , ,O,7.0,X,-1.0
12483, ,O, , ,X, ,X,X, ,O,X,O,O,O,X, , , ,X, , ,O, , ,O,O,X, , , , ,X, ,O,X, , ,X,X, ,O,O,X,O,X, ,X,X, ,X,O, , , ,O,O,X, , , , ,X, , ,X,O,X,O,O,O,X,X,O, , , ,O, , , ,O,6.0,O,-49.5
12485, , , ,X, , ,O, , ,O,X,O,X,O, , , , ,X, , ,X, ,O, ,X, , , , , , , ,O,O,O, ,O,X, ,X,X,O,O, , ,X,O, ,X, , , , , , ,X,X,O, , , ,X, ,O, ,X,O, ,X, , , ,X,O, , , , , , ,2.0,X,108.0
12486, , , , , , , , ,O, , , , , , ,O, , , ,X, , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , ,X, , , , ,5.0,X,2.5
12487,O,X,X,O,O, ,X,O, ,O,O,X,X, , ,X, , ,X, , ,O, ,X,X,O,O,X, ,O, ,O,X,O, ,X,X, , , , ,O, , ,X, , ,O, ,O,X,O, , ,O,O,O,X,X, ,X,O,X, ,X,X,X, , ,O,X,O,X,O, ,O, ,X,O, , ,4.0,O,-368.0
12489,X,O,O,X, ,X, , , ,O, ,X, , ,O, , ,O, ,X, ,O, , ,O,X,X, , , , ,X, , ,O, , , ,O, ,X, , , ,O,O,X, , , ,X,X,O, , ,X, , ,O, , , , ,X, ,X, , ,O, , ,O,O,X,O, , , , ,X,X,1.0,X,102.0
12490,O, ,O,O,X,X,X, , ,X,O, ,X, ,O,O, ,X,O,X,X, ,O,X, , ,X, , ,X, , ,X, ,O, , ,O,X, , , , ,X,O,X, ,O,O, ,O,X,X,O,O,X, ,O,O,O, , , ,X,X, , ,X,O, ,O, , , ,O, , ,X,X,O, ,3.0,Draw,2.0
