i,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,forced_board,winner,confidence
12491,O,X,O, ,X,X, , , , ,O,X,O,X,O, , ,X, ,X,O,X, ,O,X,O, ,X, ,X,O,X, , , ,X, ,X, ,O,O,X, ,O,O, ,O, ,O,X,X, ,O, , , ,X,O, ,O, , , , , , ,X,O, ,X,X,X,O,O,O,O, , , , ,X,5.0,O,218.5
12492, ,X, , , , ,O, , ,X, , , , , , ,O,X, ,O, , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , ,X, , ,O,O, , , , ,X, , , , , ,O, , , ,X, , ,O,X, , , , , ,O,1.0,Draw,108.0
12493,X, ,X,O, , , , , , ,O,O, , ,O, , ,X,O,X,X,X,O,O,X, ,O,O, , ,X,O,O,O,X, ,O,X, ,X, , ,O,X, , , ,X, ,X,O,X, ,X, , ,O,X, ,X, , ,O, , , , ,O,X, , ,O, ,X,X,O, ,O, ,O,X,0.0,Draw,104.0
12494, , , , , , ,O,X, , , , , , , , , , , , , , , , , , , , , , ,X, , ,X, ,O, , , ,O, , , , , ,O, , , , , , , , , , , ,O, ,X, , , , , ,O, , , , , , ,X, , , ,X, , , , ,2.0,X,3.0
12495, ,X, , ,X, ,O, ,X,O, ,O, , ,X, ,O, , , ,O,X,X,O,O, ,X, ,O,X, , ,X,X,O,O, , , ,O,X,O,O, ,X,X, ,O,X, , ,X, ,O,O,X,X,O, ,O,X,X,X, ,O,X, , , , , ,X,O,X, ,O,O, ,O, , ,1.0,X,327.0
12497, , ,O,X,X, , , ,X,O, , , ,X, , , , , , ,X, ,X,O,X, , ,O, ,O, , , , , , , , , , , ,O,O,O,O, ,O, ,X, , , , ,X,O, , , , , ,X, ,O, , , , , ,X, , ,O,X,X, , ,X, , ,X,O,,X,-3.5
12498, ,X, , , , , ,O,X, , ,O, , ,X, , , , , , , ,X, ,X,X, ,X, , , , , , , , , ,O,O, , , , , , ,O, , ,O, ,X, , , , , , , , ,O, , , ,O, , , ,X, , , , , ,O, , , , , , , ,1.0,X,3.5
12499, , , ,O, , , ,O, ,X, , , , , , , , , ,O, , ,O,X, , , , , , , , , ,X, , , , , , ,X, , ,O, , , , , , , , , ,O, , ,O, , , , , ,O, , ,X, , , , , ,X,X, ,X, ,X, ,X, ,O,4.0,X,-155.0
12500, , , , ,O,X, , , ,X, , , ,X, , , , , ,O, , , , , ,O, , , , , ,X, , ,X, ,O, , ,O,X, , ,O, , , ,X, , ,O, ,O, , , , , , , , , , , , ,X,O, ,X, ,X, , , , , , , , , , ,7.0,X,-1.5
12501, , ,O,X, , , ,O, ,X,O, , ,X, ,O,X,X, ,O, ,O, , ,X,O, , , ,X,X,O, ,O, ,O, , , ,O, ,X, ,O, , ,X, , , , ,O, ,O,X,X, , , ,O, ,X,O, ,O,X,X,X,X, ,O,O,O, ,X, , , ,X,X,X,,O,-210.0
12502, , ,X, , ,O, , , , , , , , , , , ,X, ,O, , ,X, , , , , , ,O, , ,X, , , ,X, , ,O, , , , , , , , ,X,O, , , , ,O, , , , , , , , , , , , , , ,X, , , , , , ,O, , , , ,4.0,Draw,2.5
12503, , , , , , ,X,X,X, , , , ,X,X, , , , , , , , , ,X, , , , ,O, , , , , ,O, , , ,X,O, , , ,X,O, , , , , , ,X, , ,O, , , , , , , ,O, , , , , , , ,O,O, , ,X,O,O, , ,X,6.0,Draw,-153.0
12504, , ,O, ,O,O, ,O,X, ,X,O,O,O,O, ,O, ,O,X,X,O,O,O,X,O,X, , ,X, , ,X, , ,X,X,X,O, ,X,X,X, ,X,X,X,O,O,O, ,X,O,X, , ,X,O,O,O, ,O,X,X, ,X,X, ,X,X, , , ,O, ,X,O, , ,O,O,,O,-10000.0
12505, , , , ,X, , ,O, , , ,O,X,X, ,O,O, , , ,X,X, ,X,X,X,O, , ,O, ,O,X,O, , ,X, ,O,X,X,O,O,X,X, , ,O,X,O, ,O, , ,O,X, ,O,O,X,X,X,O, ,X,O,X, ,O,X,O,X, ,O, ,O,O,X, ,O,X,7.0,O,38.5
12506, ,X,X, ,X,O, , ,O,O,O,O, , , , , , ,O, ,X,X,X,O,O,O, , , ,O,O,X, , ,O, ,O, , , , , , ,O,O,X, ,X,X, ,O,X, , ,X, ,X, , ,O, , , , ,X, ,X, ,X, ,O, , ,X, , , , , ,X, ,7.0,O,109.0
12510, ,O, ,O, ,O, , ,X,X,O,X,X,O,X, ,O, ,O,X,O, ,X,X,O,O, , ,X, , ,X, ,O,X,O, , ,X,O,O,X,O,X, ,X,O,O, ,O, , , ,X, ,O,X,X, ,X,X, , ,X, ,X,O,X, , ,O, , ,X,O,O, ,O, , ,X,5.0,O,111.5
12512, ,X,X, , ,X, , , , ,O, ,O,O,X,X,X,O, , , , ,O, ,O, , , ,X,X,O, ,X, , , , ,X, , , , , ,X, ,O,O, ,O, , , ,O,X,O,O, , , ,X,X,X, ,O, , ,X, , ,O, ,O, ,X, , , , ,O, , ,8.0,X,0.5
12513, , ,O, ,X,O, , , ,X, , , , , ,X, ,X,X, ,X, ,X, , ,X,O, , , , , , , , ,X, ,O,O, , , ,X, ,X, , , ,O, , , ,X, , , ,O, ,O, , ,O, ,O, , , ,O, , , ,X, ,O,O, , ,X,X, ,O,8.0,O,154.5
12514, , , , ,X, , , , , ,O, ,X, , , ,O, , ,O, ,O, , , , , , ,X,X, , , ,O,O, , , , ,O, , , , , , , , , , , , , , ,O,X, , , , , , ,X, , ,X,X, , ,X, , , , , , , , , ,O, ,1.0,Draw,5.5
12516, ,O,O,O, ,O, , , , , ,X, , , ,X, , , , ,O, ,X, ,X, , ,X, , , ,X, , , , , , , ,O, , , ,O,O,X, , , , , , , , ,X,O, , ,X, ,O,O, ,X, , , , , , , ,X,X, , , , , ,X, ,O,0.0,X,147.5
12517, , , , , , , , , , , , , , , ,X,O,O, ,X, , ,X, , , ,O, , , ,O,X, , , , , ,X,O, , , ,O, , , , ,X, , , , , ,O, ,O, , ,O,X, ,O, , ,X, , , , ,X, , , , , ,X, ,O,X, ,X,1.0,Draw,155.5
12518,X,X,X,O, ,X,O,X,O,O,X,O, ,O, , , ,O, ,X,X,X,X,O,O,O,O, ,O,X, , ,O,O,X,O, , , , , ,X, ,X,O,O,X,O,O,O,X, ,O, ,X,X,O,X, ,X,X, ,X,X,O,O, , , ,O, ,X,O, ,X,X, ,X,O, ,X,,X,-143.0
12519, ,X, ,O,X, ,X, , ,O,O, , ,X,X, ,O, , , , ,O, , ,O, , ,O, , ,X,O,O,O,X, , , , , ,X, ,O,O,O, , , ,X,X,X, ,O,X,X,X,X,X, ,O,O, ,X,O, ,X, ,X,X, , ,X, ,X, , ,O,O,O,O, ,,Draw,92.0
12522, ,O, , ,O, , ,O,O,X, , ,O, , ,X,X, ,X, ,X,O,X, ,O, ,O,X,O,O,O,X,X,X,X,X,X, , ,X,O,O, , , , , ,X,X, , ,X, ,O, ,X,O,O, ,O,O, ,X, , ,O,O,O, , ,X, , ,O,X,X, ,O,X, , ,4.0,X,10000.0
12523,O,O,O,X,O,O,X, ,X, ,O,X, , ,X, ,O,X,O, ,O,X,X, ,X,X,O,X,X,O,O, ,O, , ,O, ,X, ,X,O, ,X,X,O,X, ,X,O, ,X, ,O,X, ,O, , ,O,X,O,X,O, ,O,O, ,X,O, ,X,O,O,X,X,X,O,O,X,X,X,,O,10000.0
12525,O, ,X, , , , , , , ,O, , , ,X, , , , ,O, , ,O, , , , , , , , , ,X, ,O, , ,X, , , , , , ,O, , , ,O, , ,O, , , , ,X,X, , , , , , , , , ,X, , , , ,X, , , , , , , , ,1.0,Draw,2.0
12530,O, ,X, , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , ,O,X, , , , , , ,X, , , ,X,X, , , ,O, ,O, , , , , , , ,O, , , , ,O, , , , , ,X, ,2.0,X,0.0
12531, , , , , ,O, , ,O, , ,O, , , ,O, , ,X, , ,X, , , , ,O, , ,O, ,X, , , , , , , , , ,O, , ,X, ,X,O,O, ,X, , , , , ,X, , , , , , , , , , , ,X, , , ,X,X, , , , , ,O, ,2.0,X,159.0
12533,O, ,X,X,X, ,O, ,X, , ,X,X, ,O, ,O, ,X,O,X,O, , ,X,X,O,O, ,O, , ,O,X, ,O, , ,O, , ,O,O, ,O, , , , ,X, ,X, ,X,O,X,O, ,X, ,X,O,O,O,X, ,X, , , , ,O,X,O, ,X,X, ,O,X, ,8.0,X,-154.5
12534, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , ,X, ,8.0,Draw,1.5
12535, , ,X, , , ,O,O, , , ,X, , , , , , ,X, ,O,O, , ,O, , , ,O,X, ,O, , , , , , , , , , , , ,X, , , , , , , , , ,X, , ,X, , , , , , , , ,X, , , , , , , , , , ,O, , , ,5.0,O,2.5
12536, , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , ,2.0,O,2.0
12537,X, , ,O,O,X,O, , , , , ,X, , , , , ,O, , ,X,O, , , , ,O,O,X, , , ,O,O, ,X, ,O,X,X, , , , ,X, , , , , ,O, , , , ,X,X,X, , , , , , , , , ,O, ,X, , , , , , , , , , ,4.0,O,1.5
12538, , , , ,O, , , , ,X, , , , , , , , , , , , ,O, , , , , ,O, , , ,X, , , , ,X, ,X, , , ,O, , , , , ,X,O, ,O, , , , , , , , , , , , ,X, , ,X, , , , , , , , , , , , ,1.0,O,0.5
12541, , , , , , , , ,O,X, ,X, , , , ,X, , ,O, , , , , , , , , , , , , , , , , , , , , , ,X, , , ,O, , , , , ,X, , ,O, , , ,X, , ,O, , , , ,O,O,O, , , , , , , , ,X,X, ,1.0,X,3.5
12542,O,X,X, , , , , ,O,O, ,X, , ,X, , ,X,X, , , , , ,O,O, , , , , , ,O, , , , ,O, , , , , , , , ,O, , , , , , ,X, , , ,X, , , , ,O, , , , , , ,X, ,X,X,O,O, ,X,X, ,O, ,5.0,O,-108.5
12543,X, ,O, ,O, ,X, ,O,O,O, , , ,O,X, , , , ,X,O,O,X, ,O, ,X, ,X,O, ,X, ,O,O, ,X, ,X, ,O,X, , ,O,X,O,O, ,X,O, ,X, , , ,X,X,O,O,X,O,X, , ,X, ,X, ,O,X, ,X,X,X, ,O,O, , ,3.0,Draw,61.5
12544, , , , , , , , , , , , , , , , , ,O, , , , , ,O, , , , , , ,O, , ,X,O, , , , , , , , ,O, , ,X, , , , ,O, , , , ,O,X,X, , ,O, , , ,X,X, , ,X, ,X, , , , , ,X,O, , ,2.0,X,5.0
12545, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , ,O, , , , , , , , , ,X,X, , , , , , , , , , , , , , , , , , , , , ,3.0,O,3.0
12546, , ,X, , , , , , , ,X, , ,X, ,X, ,O, ,O, , , , , ,O,X, , , , ,O, , , , , , ,X, ,O, , ,X,X, , , , , , ,X, , , ,O, ,X, , ,O, , , ,O, , , , , , ,X,O, ,O, ,O,O, , ,X,4.0,X,209.0
12547, , , , , , , , , , , , , ,X, , , , , , , , , , , , , , ,O, , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , ,2.0,X,2.5
12548,X,O,X,O,X,O,O, ,O, , ,X,X, ,O,O, ,O, , ,O, ,O, ,O, , ,O,X,X, ,O, , ,O, ,X, ,X,O, ,X,O,O, ,O,X,X, ,O,X,O, ,O,X, , ,X,X,X, , ,O, ,O, ,X,X, ,O,X, ,X,X,X, , , , ,X, ,4.0,X,10000.0
12549, , , , , ,X,X,O, ,X,X, ,X, , ,O, ,O,O,X, ,X,O, , , , , ,O,X,O, , , ,O,X,O, ,X, , ,X, ,O, , , ,O, ,O, ,O, , , ,O, ,X, ,X, , , , , , ,O,X, , , ,X, ,O,O, ,X, , ,X, ,7.0,Draw,0.5
12550, , , , , , , , , , , , , , , , , , , , ,O, , , , ,X, , , , , , , ,O, , , , , , , ,X, , , , , , , , , , , , , , ,X, , , , , , , , , , ,O, , , , , , , ,X, , , , , ,5.0,X,2.0
12551, , ,O, ,X, , ,O, ,X, , , , , , , , ,X, ,X,X, , , ,O, , , , , ,X,O, , , , ,O, , , , , , ,O, , ,O, , , ,X, ,O, ,O, , , ,X, , , ,O, ,O, , , , ,X,X, , , ,O, ,X, ,X, ,1.0,X,4.0
12552,X, ,O,X,O,O, ,O, , , , , , , ,X, ,O, , , , ,X,X, ,X, ,O, ,O, , ,O, , ,O,X, , ,X, ,X, ,O,O,X,O, , ,X,O, ,X,O, , , , , , ,O, ,X, ,X,X,X,O, , ,O,O,X, ,O,X,O,X, ,X,X,2.0,X,110.0
12554,X, , , , , ,O, ,X, ,X, , ,O, ,O, ,X, , , , , , ,X, , , , , , , ,X, , , , ,O, , ,X,O,O, ,X,O, , , ,X, ,X, ,O, ,O, ,O,X, , ,X,X, , , , , , , , ,O, ,X,O, ,O,X,O, ,O,6.0,X,5.5
12555, , , , ,X,O, , , , ,X,O,O,X,O, , , ,X,X,X, , ,O, , , ,O, , , ,O, ,X, , ,O,O,X, , , , , , , , , ,X, , ,X, ,X, , ,O, , , , ,O, , , , ,X, , , , , , , ,O, , , , , , ,0.0,X,161.5
12556,O, , , ,X, ,O, ,X,O, , ,X, , , , , , , , , ,X,X, , , , , , , ,X,X,O, , , , , ,O,O,O,X,X, , ,O, , ,O, ,O, , ,X,X,O, , , , , ,X, , , , , , , , ,O,X, ,O,O, ,X, , , ,5.0,O,-206.5
12558, , , ,O,O, ,O,O,O, ,X, , , ,O, , ,O, , ,X, , , ,O,O,O,X, , ,X, ,X,X,X, ,X,O, ,O, ,O,X, , , , ,X,O,O,X,X,X,O, , ,X,O,X,O,X,O, ,X, ,X,O,X, ,O, , ,X,X,O, ,X, , , ,X,4.0,X,-10000.0
12560, , , , ,X,O, , ,X, , , ,X, , , , ,X,O, ,X,O, , , ,O,X, ,O,O,X, , , , , , ,O, , ,O,X,O, , ,X, ,O, ,X, , ,X, , , ,X, , ,O,X, ,X, , , , ,X, , , ,O,O, ,X, , ,O,O,O, ,7.0,X,5.5
12561, , ,X,O, , ,O, , , , , ,X,X,O,O, , , ,O, , ,O, ,O, ,X,X, , ,O,X,X, , ,O,X,X,O, ,O,X,X,O, ,O,O,X, , , ,X, , , , ,X,O,X,O, ,X,O, , , ,X,O, ,X, , , ,X, , ,X, , ,O, ,4.0,X,-2.0
12563, , , , ,X, , , ,X, ,O, , ,X, , , ,X, , , , , , , , , , , , , , ,X, , , , ,O, ,O, , , , ,O,O, , , , , , , , , , , , ,X, , , , , , , , , , ,O,X, ,O,X, ,X, , , ,O, ,3.0,Draw,-2.0
12564, ,O, , ,O, , ,X, ,X, , , ,O,X, , , , , ,O, ,O,O,X, , , , , , , , , , , ,O,X, , ,X, ,X, , , , ,X, , , ,O, ,O, , ,X, , ,X,O,O, , , ,X, , , ,X,O, ,X, , , , , , , , ,6.0,Draw,157.5
12566,O,O, , , , , , ,X,X, , , , , ,X, , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , ,O, , , , ,4.0,X,1.5
12567, , , , , , , , , , , ,X, , , ,X,X,O, ,O, ,O, , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , ,X,O, , , ,X, , , , , , ,6.0,O,0.0
12568, ,X, , , , , , , , ,X, ,O,X, , , , , , , , , , , , , , , , , ,X, , , , ,O, , , , ,O, ,X, , , , , ,O, ,X, , , ,O, , , , , , , , ,O, , , ,X, , , , , , , , , , , , ,1.0,O,0.0
12569, ,X, ,X,X, , ,X, ,O,O,X,X, ,O, ,O,O,O, ,O, ,X,X, ,O,X,O,X,O, , , ,O,O,X,O,X,X,O,O, ,O,O, , , ,X,X,O,O, , ,O, ,X, , ,X, , ,X, , ,O, ,X,X,X, , ,X, ,X, ,O,X, ,X,O,O,1.0,X,-10000.0
12570,X,O,X, ,O,O, , ,X,X, , ,X, ,O,O, , , , ,O,O, , , ,O, , ,X, ,O,O,X,O, ,X,O,O, ,X,X, ,X, , , ,X, , , ,X,O,O, ,O, ,X,X, , , ,X, ,O, ,X, ,X, , , ,O,X, , ,O, , , ,X,O,2.0,O,-1.0
12571, ,O, , , ,X,X,O,O,X,X,O,X, ,X,O,X,O,X,X, , , , , , , ,X, , ,X,O,O, ,O,O, , , ,X,X, ,X, ,O, ,O, ,X,O,X,O, , ,O, ,O,O,O,O,X, ,X,O,X, ,X, , ,X, ,O, ,O, ,O, , ,X,X,X,3.0,O,155.5
12572, ,O,X,O, , ,O, , ,X,O, ,O, , , , , ,O,X,O,X,X, , ,O, ,X, ,X, ,X,X,X,O,O, , ,O, , ,O, , ,O, ,X,O,O, ,X, , ,O, , , ,O, ,O, , ,X, , ,X, ,X, ,X,O, ,X, , ,X, ,X, ,X,O,1.0,Draw,12.0
12573,X,O, , , , ,X, , ,O,X,X, , , , ,X, , ,O,O,O,X, ,X,X, , , ,X, , , , , ,X, , ,O, , , , , , , , , ,O, ,X, , , , ,O,X, , ,O, , , ,O,X, , , , , ,O, , , ,O, , , , , , ,1.0,O,1.5
12574, , , , , ,O, , , , , , , ,O, , , , , , , , , , , , , ,X, , , , , , , , , , , , , ,X, , , , ,X, , , , , ,O, , , , , , , , , , , , ,X, , , , , , , , , , , , , , , ,2.0,Draw,0.5
12575, ,X, ,X, ,O, ,O,O,X,X, ,O, ,O,O,X, ,O,O, , , , , , , , ,O, , , ,O, , ,X, , , , , , , , , ,X,O,X, , ,X, , , ,X, , , , , , , ,O, , ,X, ,O, , , , ,O,X, ,X, , ,X, , ,4.0,Draw,2.0
12576, ,O, , , , , ,O, , , ,O, , ,X, ,X,X, ,X, , , ,X, , , ,X, , ,O, , ,O, , , , , , , , ,X, ,X, , , ,X,O, , , ,O, ,O,O, , , , ,X, , ,O, , ,O, ,X, , ,X,O, ,X, ,O, , , ,1.0,O,3.0
12577, , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.0,O,0.5
12578, ,O,X, , , , , , ,O,X, ,X, ,X, , , , , , , , , , ,O, ,X, , ,O,X, ,X, , , ,O, , , , , , , , ,O, , , , , ,O, , , , , , , , , ,O, , , , , ,X,O,X, , , , ,O, , , , ,X,6.0,O,3.0
12579,X, , , , , , ,X,O, , , , , ,X, , , , , , , ,X, , , , , , , , , , , , , ,O, , , , , , , , , , , , , , ,O, , , , , , , , , ,X, ,O,O,O, , , , ,X, , , , , , , ,X, , ,6.0,O,108.5
12581, , , , , ,X,X, , , ,O, , , ,O, ,X, , ,X, , ,X, ,O, , ,O, ,X,X,X, , , , ,O, , ,O, , , , , , , ,O,O, ,X,O, , , ,X, , , ,X,O,X,X, , ,O, , , ,O, , , , , , , , , , , ,8.0,X,2.0
12584, , ,X, , ,X,O, ,X, ,X, , ,O, ,O, , , ,O,X, ,O, , ,O, ,O, , , , , , , , ,X, ,X,X,O, , , , , , ,O, , , , , ,O,O, ,X, ,X,X, , ,X, ,X, , , , ,O, , , , ,O,X, , ,O,X, ,3.0,O,-199.5
12585,O,X, , , ,X, , , , , ,O, , , , , , , ,X, , ,X, ,O, ,X, , ,X, , , , , , , , , , , , , ,O, ,O, , , , , , , , ,X, , , , , , , , , , , , , , , ,X,O, , ,O,O, , , , ,X,1.0,O,0.5
12586, , , , , , , , ,X, , , , , , , , , , , , , ,O,X, , , , , , , , , , , , , , ,X, , , , , , ,O, ,X, , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , ,O,2.0,O,1.5
12587,X,O,O, ,X, , ,O, , , , , ,X, , , , , , ,X, , ,O,O, ,O, , , , ,X,O, , ,X,O, , ,O, , ,O, , ,X, ,X, , , , , , , , , ,X,O, , , ,X,X, ,X,X, , , , , ,O, , , ,X, , ,O, ,3.0,X,198.5
12588,X,O, , ,O, , ,O, , , ,X, ,X,X, , ,X,X,O,X, ,O,X,X,O, ,X,O,X,X, , ,O,O,X,X,O,O, ,O, ,X,O,X, , ,O,X,O, ,O, , ,O,O, ,O,X,O, ,O,X,X,O,X, ,X,X,X,X, ,O, ,O,O,X, ,X,O,O,6.0,O,-10000.0
12589, , , ,X, ,X, , ,O, ,X, , , , , , , , ,O, , , ,X, , ,O,O, ,X, , , , , ,O,O, , , , , ,X, , , , , , , , ,O, ,O,X, ,O,O, , ,X, , , , , , , , ,O, , , , ,X,X,X, , ,X, ,1.0,Draw,2.0
12590, , , , ,O, , , , , , , , , ,X, , , , , , , , ,X, , , , , , , , , , ,X, ,X, , , , ,X, , , , ,O,O, ,O, , , , , , , , , ,X, , , , , , , , , ,O, , , , , ,O, , , , ,X,5.0,X,106.5
12591, , , ,O, , , , , ,O, , , , , , , , , , , ,X, , , ,O,X, ,X,O,O, , ,X, , , , , , , , , , , , , , , , , , ,O, , , ,O, , , , , , ,X, ,X,X, ,X, , , , , , , , , , ,O, ,0.0,Draw,4.0
12592,O, , , ,X, , , , ,X,O, , ,X, ,X,O, , , , , , , , , , , ,O, , , , ,X, , , ,X, , ,O,O,O, , , ,X, , , , , , , , ,O, ,X, , , ,O, , ,X, , ,X, , , , , , , , , , , , , ,1.0,O,-2.0
12594, , , , , , ,X, , ,O, ,O, , , , , , , , ,X,O, , , , , , , , , ,X, , ,X, , ,X, ,O, , , , , , , , , , , , ,X, , ,X, , ,X,O,O, , , , , , ,O, , , ,O, , , , , , ,X, , ,4.0,X,0.5
12595, ,O, ,O,X, ,O,X, , , ,X, ,O,O,O,O,X,O,O,X,X,O, ,X,X,X,X, ,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X,O,O,O,X, , ,X, ,X,O,X,O,X,X,O, ,X,X,O, ,X,O,O,O, , , , ,O,O,O, , , ,7.0,X,367.5
12596,X, ,O, , ,O,X,X,X,X, , ,X,O, ,O, , , , ,X, , ,O, ,X, ,O,X, ,O,O, , , ,X,O, , ,X, ,X, ,X, ,O,X, ,X, , , , , , , , ,O,X, , , , ,O,O,O, , ,X, , ,O,O,O, , , , , ,X, ,5.0,O,-45.5
12597, , ,X,O, , , , , , , , , ,O, , , ,X,O,O, ,O, , ,O,O, , , ,X,X, ,O,X, ,X,X, ,X,O, , , , , , ,X,X, ,X, , , , , , , ,O, , , , , , , ,X, , , , , , , , , , ,O,O, , , ,6.0,X,-146.5
12598,O, ,X,X,X, ,O,O, , ,O,O,X,X,O,X,X, , ,O, ,O, ,O,O,X,X,X,O,X,O, ,X,O, ,X,O, ,X,O, , ,O,O, , ,O,X, , , , ,X,X,X,X, ,X, , ,X, ,O, , ,O, ,X,O,O, ,O, ,X, ,O,X, , ,X,O,,X,10000.0
12601,O, ,X,X,O, , ,X, , , , , , ,X,O, ,O,O,X,O, , ,X, ,X, , , , ,X,X,X,O,X,O,O, , , , ,X, ,X,X,X,O,O, ,O,O,O, ,O, , ,X,O, ,X, , ,X, , ,X,O,O,X,O, ,O,X,X,O,O, , ,X,O,X,2.0,O,-100.0
12602, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , ,3.0,X,2.5
12603, , , , , , , ,O, , ,O,X, ,X,X, ,X, , , , , , , , , ,O, , , , , , , , , , ,O, , , ,X, ,O, , ,O, , ,O, , , , , , , , ,X, , , , , ,X, ,X, , , , ,O,X,O, , , , , , ,X,3.0,X,-1.0
12604, , , , , ,O, , , , , , ,X, , , , , ,X, , , , , , , , ,O, ,O, , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.0,O,0.5
12605,X, , ,O,X,O, , , , , ,O, , ,X, , , ,O, , , ,X, , , ,O, , ,X,X,O, ,O, , , ,O, ,O,O,X, , ,X,X, ,X, , ,O,X,O, , , , ,O, , , ,O,X, ,X, ,X, , ,X, , ,O, , , ,X,O, , , ,3.0,X,9.0
12606, , , , , , , ,O, , , , , , , , , ,O, , , , , , , , , , , , , , , ,O, ,O, , , , , , , , , ,X, , , , , , , , , , , ,X, ,O,X, , , ,X, , , , , , , , , , ,X, , ,X, , ,6.0,X,1.0
12607, , , , , , , ,X, ,O,O,O, , ,X, , , , ,X, ,O, , , , , , ,X, , , , , , , , , , , , , , , , , ,X,X, , , , ,O,O, ,X, , , ,O, , , , , , ,X, , ,O, , , , , , , , ,X, , ,3.0,Draw,108.0
12608, , , ,O, ,O,O, , ,X,O, , ,X,O, , , , , , , , ,X, ,O, ,X,X, , ,O, ,O,O,X, , , ,O,X, , , , ,X,O,O,X, ,X, , , , , ,X,X, , , , , , , , ,X, , , , ,X, ,X, ,O, , , , ,O,4.0,X,-1.5
12609, ,O, , , ,X,O, , ,O, ,O, , ,O,O,X,X,X,O,X,O, ,O,X, ,O,X,X,X, , , , ,X, , , , ,O, , , ,X,X, ,X,X, , ,O,X,O,O, ,X, ,O,X, , ,X,X, , ,O,O,O,O, ,X, , ,X,X, ,O, ,O,O, ,5.0,X,623.5
12610,O, , , , ,X, ,X, , , , ,X,O,X, , ,X, , ,O, ,X,X, ,X,O, , ,X,O,O,O,X, ,X, , , ,O, ,X,X,X,O,O, , , ,O, ,O, ,O, ,X,X,X,X,O, , ,O,X, ,O,O, , ,O,O,X, ,O,O,X,O,X, ,O,X,4.0,O,-361.0
12612, , ,X,O,X, ,X, ,O,O,X, ,O,X,X,O, ,O,O,X, , ,X,O,O,O, , ,X,X,X,O, ,X,X, ,X,O, ,O,X,O,X,O,O, ,X, , ,O, ,X,X,O,O,O,X,O, , ,O,X,X,O,X,O, ,O,O, ,X, ,X,O,X, ,X, , ,X, ,7.0,X,318.0
12613, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,O, , , , , , ,2.0,X,2.5
12614, ,O,O,O, , , , , , , , ,X, ,O,X, , ,X,X, , , , , ,X,O, ,O,X, , , , , , , , ,O, ,X,O, , , ,X, , , , , , ,X, , ,X, , , , ,O, , ,X, ,O, ,X, , ,O,O, , , , ,O, , ,X,X,1.0,X,2.0
12615,X,O,O, , , ,X, , , , , , , , , ,X, , , ,O, , ,X, , , , , , , , , , , , , , , , , ,X, , ,X,O, , , ,O, , , , ,X, , , , , ,O, , , , , , ,O, , , , ,O, ,X, , , , , , ,2.0,X,2.5
12616, ,O,O, ,X, , ,O,O,O, ,X, ,X, , ,O, , ,O,O,O, ,O, ,O,O,X, ,X,O, , , ,X,O,X, , ,O,O, ,X,O,O, ,X, , , , , , , , ,X,X, ,O, , , , ,X, ,X, ,X, , , ,X,X,X,X,X,X, ,O,X, ,1.0,X,-156.5
